Reporting the nDCG & Recall for 'RP3beta' on 'ML-100K'..
[# of results: 35]

Val nDCG ||             Test nDCG             ||            Test Recall            || (╯°□°)╯︵ ┻━┻     (╯°□°)╯︵ ┻━┻     (╯°□°)╯︵ ┻━┻
@ 10     || @ 5    | @ 10   | @ 15   | @ 20   || @ 5    | @ 10   | @ 15   | @ 20   || Filename            || topK, alpha, beta, normalize_similarity
0.05822  || 0.0439 | 0.0591 | 0.0703 | 0.0768 || 0.0689 | 0.1156 | 0.1580 | 0.1856 || 2022-02-14-16-35-26 || 1000, 0.99978, 0.63163, True
0.05620  || 0.0300 | 0.0447 | 0.0517 | 0.0597 || 0.0498 | 0.0954 | 0.1220 | 0.1559 || 2022-02-14-16-35-02 || 737, 2, 0.0481, False
0.05420  || 0.0406 | 0.0542 | 0.0648 | 0.0735 || 0.0636 | 0.1060 | 0.1463 | 0.1835 || 2022-02-14-16-35-36 || 1000, 1.41619, 0.18241, True
0.05399  || 0.0425 | 0.0541 | 0.0622 | 0.0679 || 0.0594 | 0.0954 | 0.1262 | 0.1506 || 2022-02-14-16-35-32 || 935, 0, 0.29012, False
0.05306  || 0.0415 | 0.0464 | 0.0468 | 0.0477 || 0.0541 | 0.0689 | 0.0700 | 0.0742 || 2022-02-14-16-35-01 || 5, 0.19843, 0.13491, True
0.05270  || 0.0446 | 0.0558 | 0.0659 | 0.0712 || 0.0689 | 0.1039 | 0.1421 | 0.1644 || 2022-02-14-16-35-07 || 1000, 0.2488, 0, True
0.05246  || 0.0402 | 0.0524 | 0.0653 | 0.0733 || 0.0647 | 0.1029 | 0.1516 | 0.1856 || 2022-02-14-16-35-54 || 1000, 2, 0.37648, True
0.05196  || 0.0260 | 0.0372 | 0.0464 | 0.0523 || 0.0435 | 0.0785 | 0.1135 | 0.1389 || 2022-02-14-16-34-56 || 311, 1.60474, 0.1903, False
0.05179  || 0.0420 | 0.0570 | 0.0668 | 0.0756 || 0.0626 | 0.1092 | 0.1463 | 0.1835 || 2022-02-14-16-36-00 || 893, 1.03072, 0, False
0.04921  || 0.0417 | 0.0539 | 0.0577 | 0.0590 || 0.0604 | 0.0976 | 0.1124 | 0.1188 || 2022-02-14-16-35-16 || 5, 0.32383, 0, False
0.04532  || 0.0343 | 0.0391 | 0.0413 | 0.0425 || 0.0477 | 0.0626 | 0.0711 | 0.0764 || 2022-02-14-16-35-00 || 5, 1.93295, 0, True
0.04399  || 0.0288 | 0.0407 | 0.0487 | 0.0575 || 0.0467 | 0.0827 | 0.1135 | 0.1506 || 2022-02-14-16-34-55 || 239, 1.18423, 0.67005, False
0.03716  || 0.0221 | 0.0354 | 0.0450 | 0.0528 || 0.0382 | 0.0795 | 0.1156 | 0.1485 || 2022-02-14-16-35-41 || 962, 1.96665, 0.84647, True
0.01777  || 0.0055 | 0.0125 | 0.0186 | 0.0237 || 0.0095 | 0.0318 | 0.0551 | 0.0764 || 2022-02-14-16-35-10 || 5, 2, 0.51737, False
0.01308  || 0.0033 | 0.0060 | 0.0099 | 0.0122 || 0.0064 | 0.0149 | 0.0297 | 0.0392 || 2022-02-14-16-35-47 || 7, 1.89482, 0.92891, True
0.00470  || 0.0013 | 0.0041 | 0.0064 | 0.0075 || 0.0032 | 0.0117 | 0.0202 | 0.0255 || 2022-02-14-16-35-35 || 5, 2, 2, False
0.00383  || 0.0021 | 0.0031 | 0.0042 | 0.0049 || 0.0032 | 0.0064 | 0.0106 | 0.0138 || 2022-02-14-16-35-04 || 1000, 2, 1.6196, True
0.00259  || 0.0015 | 0.0022 | 0.0033 | 0.0035 || 0.0021 | 0.0042 | 0.0085 | 0.0095 || 2022-02-14-16-35-48 || 837, 0.02036, 1.99998, True
0.00249  || 0.0020 | 0.0026 | 0.0035 | 0.0045 || 0.0032 | 0.0053 | 0.0085 | 0.0127 || 2022-02-14-16-34-57 || 742, 0.3199, 1.7253, True
0.00215  || 0.0042 | 0.0057 | 0.0074 | 0.0081 || 0.0074 | 0.0127 | 0.0191 | 0.0223 || 2022-02-14-16-34-53 || 563, 0.42518, 1.08616, False
