CiteULike-a, 5540, 15209, 200329, 0.2377570472357119, 5, 385, 36.16046931407942, 5, 428, 13.171740416858439, 4.925610424622379, -0.4385908951655194, -2.623866601497916, 0.47370774318260533, 0.35931320000295763
CiteULike-t, 3982, 6590, 82388, 0.3139621468078279, 5, 1020, 20.69010547463586, 5, 368, 12.501972685887708, 4.418986670285401, -0.2187841589026191, -2.5031227099632885, 0.5623536689180217, 0.41363697145000966
Epinions, 20397, 21901, 446892, 0.10003969043355651, 5, 611, 21.909692601853212, 5, 1869, 20.405095657732524, 5.650030241079408, -0.03089764929186117, -2.9998276608360395, 0.49886161956112596, 0.5650275617863232
FilmTrust, 1208, 406, 31671, 6.457565328026621, 5, 145, 26.21771523178808, 5, 989, 78.00738916256158, 2.6905929678623073, 0.4735409007079189, -1.1899311915877906, 0.377478944438033, 0.8122493570063902
Flixster, 69367, 25678, 8000204, 0.4491453982028464, 5, 24513, 115.33155535052691, 5, 22320, 311.5586883713685, 6.250714106959698, 0.43159171791599843, -2.3476130455996636, 0.7576639148623807, 0.8911433283199127
GoodReads (Comics), 100950, 59196, 4190598, 0.07012571730128749, 5, 5284, 41.511619613670135, 5, 22455, 70.79191161564971, 6.776398684789424, 0.23181396176989202, -3.154122683405689, 0.6606359467243229, 0.7574087714663481
Goodbooks, 53424, 10000, 5976479, 1.118688042827194, 19, 200, 111.86880428271938, 8, 22806, 597.6479, 5.727736401710295, 0.7277364017102955, -1.951291003880165, 0.12929660698786916, 0.6126309666091575
Gowalla, 48950, 47198, 2297266, 0.09943401888404318, 5, 1619, 46.9308682328907, 7, 5514, 48.67295224373914, 6.363676292074799, 0.015829100203514544, -3.002465007091452, 0.6027537628674433, 0.4112631818162258
HetRec2011-LastFM-2K, 1859, 2823, 71355, 1.3596719637756178, 5, 50, 38.383539537385694, 5, 610, 25.276301806588734, 3.719990267918818, -0.18143148837502077, -1.8665658574432349, 0.13706653767358878, 0.5995862863395189
HetRec2011-ML-2K, 2113, 8155, 850991, 4.93857330594553, 18, 3281, 402.74065309985804, 5, 1670, 104.35205395462906, 4.236323462428608, -0.5865244683239812, -1.3063984953769294, 0.5096843433426957, 0.683583291466798
Last.fm 1K, 988, 25620, 683868, 2.701694336724535, 5, 6043, 692.1740890688259, 5, 710, 26.692740046838406, 4.403336069996295, -1.4138221808210394, -1.568363787580073, 0.4728347459930875, 0.6132825648586446
Last.fm 360K, 358592, 87627, 17171606, 0.054647761283757056, 5, 163, 47.88619378011779, 5, 77252, 195.9625001426501, 7.497238539883248, 0.6119626530196633, -3.2624276247851944, 0.08899034898061942, 0.869990189806729
ML-100K, 943, 1349, 99287, 7.804925214624242, 19, 648, 105.28844114528101, 5, 583, 73.6004447739066, 3.1045236424092324, -0.15550025693457592, -1.1076312539124697, 0.4698641782007408, 0.5493002142311719
ML-10M, 69878, 10196, 9998816, 1.403389695234235, 18, 7240, 143.0896133260826, 5, 34864, 980.6606512357787, 5.852770293208384, 0.8359106396139244, -1.8528217167193735, 0.5706551570301153, 0.7962100724690107
ML-1M, 6040, 3416, 999611, 4.84480415496999, 18, 2277, 165.49850993377484, 5, 3428, 292.6261709601874, 4.314554800638099, 0.24751907660416433, -1.3147237740590212, 0.5285289589635138, 0.6032715344940531
ML-20M, 138493, 18345, 19984024, 0.7865700457998398, 16, 8540, 144.2962749019806, 5, 67310, 1089.344453529572, 6.404945539036112, 0.8779101068521789, -2.1042625964357304, 0.580433980942545, 0.8602336864576883
Meetup (NYC), 13949, 14007, 207512, 0.10620745770412317, 5, 570, 14.876478600616531, 5, 172, 14.814878275148141, 5.290888202923256, -0.001802054377680368, -2.973844986775898, 0.45156226470678873, 0.4262911053134393
Million Song Dataset, 659313, 38473, 34501736, 0.13601702016901476, 5, 1341, 52.329828169625046, 197, 83620, 896.7778961869363, 7.404247691531963, 1.2339355865218116, -2.8664067438136844, 0.42110720718672234, 0.54527002346928
Million Song Dataset (Taste Profile Subset), 211830, 22781, 13964169, 0.2893708939253556, 20, 1004, 65.92158334513525, 36, 34169, 612.9743646020806, 6.68356025026612, 0.9684146821627642, -2.538545154085357, 0.37293438920672073, 0.6033361020713909
Netflix, 472987, 17769, 100461928, 1.1953341215312354, 5, 17653, 212.39892005488522, 5, 232911, 5653.775001406944, 6.92451219172241, 1.4251862170011982, -1.922510683121591, 0.5982588209175831, 0.8381369448230396
Pinterest, 55187, 9643, 1500137, 0.2818914930325577, 5, 137, 27.18279667312954, 5, 1700, 155.56745825987764, 5.72604895294741, 0.7576246194245426, -2.5499180301403324, 0.13995429356303546, 0.43709521343601143
Yahoo! R1, 1539120, 38804, 114358083, 0.1914775619576724, 5, 38746, 74.3009531420552, 5, 762221, 2947.0694516029275, 7.776148977542344, 1.5983959857153462, -2.7178821109324662, 0.6119375704201065, 0.9499823428028037
Yahoo! R2, 200000, 136736, 78344627, 0.2864813472677276, 30, 71019, 391.723135, 77, 37198, 572.9626945354552, 7.436912866801084, 0.16514712452687869, -2.542903649586338, 0.6608146856751858, 0.6122442659225582
Yahoo! R4, 7620, 3783, 207773, 0.7207718186693752, 5, 1450, 27.266797900262468, 5, 4294, 54.9228125826064, 4.459791312632345, 0.3041186300468564, -2.142202202100643, 0.43685051046137147, 0.738120400426026
Yelp, 319725, 121109, 4910338, 0.012681142223243022, 5, 3526, 15.358004535147392, 5, 5006, 40.54478197326375, 7.587953014203365, 0.4216001778742991, -3.896841626666422, 0.49540681600766556, 0.6598704979254031
