userID,itemID
3221,8208
3221,8697
3221,5311
3221,3282
3221,508
3221,509
3221,4687
3221,6421
3221,6582
3221,8706
3221,3864
3221,6023
7594,1814
7594,5015
7594,4478
7594,4863
7594,2085
7594,5435
7594,4545
7594,4559
7594,5144
7594,6023
7594,4500
7594,5605
7594,3390
7594,4653
7594,7367
7594,4914
7594,7663
7594,8799
17666,5093
17666,10123
17666,10094
11860,3865
11860,8593
11860,5914
11860,7695
11860,7624
11860,8163
11860,3516
11860,5253
3434,5311
3434,4285
3434,2098
3434,599
3434,3173
3434,6092
3434,6063
3434,5914
3434,4533
3434,6131
3434,6575
3434,5428
3434,5583
3434,6055
3434,6096
3434,6574
3434,7233
3434,7823
3434,5945
3434,7712
3434,7901
3434,7614
6977,1671
6977,3221
6977,10205
16603,4705
16603,7825
16603,8615
13099,4785
13099,3830
13099,7081
5867,1509
5867,1341
5867,1343
5867,1355
5867,1558
5867,1616
5867,1584
5867,3518
5867,3581
5867,3748
5867,5240
5867,5069
5867,4297
5867,5094
5867,5541
5867,5481
5867,6884
5867,6155
5867,6200
5867,6737
5867,6426
1623,124
1623,250
1623,636
1623,909
1623,188
1623,288
1623,1355
1623,1349
1623,1347
1623,1344
1623,1341
1623,1353
1623,1528
1623,1714
1623,1397
15237,4956
15237,4623
15237,5029
11459,3448
11459,4863
11459,6428
11459,4929
19652,6002
19652,5856
19652,6152
4745,2852
4745,2868
4745,3264
4745,3494
4745,3320
4745,3304
4745,3672
4745,3671
4745,3391
4745,3655
4745,4153
4745,3932
4745,4267
4745,4212
4745,3860
4745,4427
4745,4207
4745,4540
4745,4102
4745,4825
4745,5252
4745,4608
4745,5258
4745,5690
4745,5151
4745,5381
4745,5915
4745,6324
4745,4939
4745,6053
4745,6289
4745,5842
4745,6240
4745,5269
4745,1005
4745,6757
4745,6268
4745,6517
4745,6641
4745,7529
4745,7239
4745,4282
4745,4001
4745,3098
4745,7251
4745,7698
4745,6466
4745,7491
4745,7515
4745,6786
4745,7281
4745,7589
4745,7923
4745,6891
4745,6945
4745,6713
4745,7674
4745,6653
4745,6708
4745,6565
4745,7665
4745,7654
4745,5423
4745,6185
4745,7575
4745,7454
4745,7208
4745,7130
4745,7582
4745,7297
4745,8104
4745,7102
4745,8151
4745,6898
4745,6814
4745,8525
4745,8516
4745,7457
4745,5450
4745,8600
4745,7519
4745,9132
4745,8565
4745,8569
4745,7598
4745,8573
4745,9157
4745,6394
4745,7323
4745,9202
4745,7263
4745,8606
4745,8839
4745,8587
4745,9403
4745,6833
4745,8585
4745,7895
4745,9262
4745,8611
4745,8626
4745,6842
4745,8612
4745,8144
4745,8618
4745,9455
4745,7585
4745,8382
4745,9390
4745,4395
4745,6894
4745,9480
4745,6526
4745,8610
4745,8159
4745,7811
4745,10105
4745,9267
4745,6933
4745,6087
4745,8795
4745,7816
4745,5811
4745,9474
4745,9426
4745,9382
4745,8595
4745,8582
4745,10409
4745,7573
4745,10027
4745,10142
4745,8598
4745,10056
4745,10428
4745,10058
4745,10131
4745,10610
4745,10385
4745,10053
4745,10663
4745,5642
4745,9002
4745,9236
3193,484
3193,2812
3193,687
21327,6783
21327,7517
21327,7619
21327,8367
4626,3852
4626,7636
4626,5984
4626,5390
4626,8207
4626,6795
4626,10452
4626,10451
4626,8713
4626,8552
4626,10547
4626,10530
4626,9285
4626,10075
4626,8483
4626,7591
4626,6962
4626,8892
4626,9343
4626,6712
5491,1508
5491,2098
5491,2334
5491,2621
5491,2641
5491,2521
5491,3301
5491,2336
5491,3529
5491,3630
5491,3186
8829,2960
8829,2921
8829,3251
8829,2392
12401,4208
12401,4089
12401,3594
9012,2454
9012,2764
9012,2923
9012,2954
13180,3844
13180,5546
13180,8065
13180,5461
13180,4500
20153,9546
20153,9548
20153,9668
7457,3034
7457,3312
7457,1783
7457,4861
4002,825
4002,823
4002,892
1218,7562
1218,7578
1218,8604
1218,789
1218,8491
1218,99
1218,4653
1218,6541
23852,8659
23852,9471
23852,9472
12391,3882
12391,3586
12391,6215
12391,8132
12391,8391
19339,9685
19339,9686
19339,5669
321,1845
321,30
321,955
321,1125
1758,1499
1758,1251
1758,1795
1758,142
1758,2216
1758,2443
1758,1820
1758,3100
1758,3274
1758,6034
1758,6790
1758,6925
19970,6035
19970,6142
19970,8066
18569,5390
18569,8525
18569,8584
23225,8677
23225,8840
23225,7818
23225,8985
9054,5243
9054,5658
9054,2479
9054,3765
9054,7225
9578,2722
9578,3246
9578,2811
9578,3259
9578,3233
9578,3626
9578,3221
9578,3499
9578,3775
9578,3943
9578,6565
9578,3851
9578,7576
9578,6512
9578,3855
9578,7895
9578,6653
9578,7215
9578,6535
9578,6595
9578,7239
9578,6303
9578,6444
9578,6053
9578,7996
3804,2034
3804,3032
3804,9032
3804,7849
3804,3538
3804,7073
3804,5155
3804,7515
3804,7636
3804,8151
3804,5814
3804,6561
3804,8616
3804,9262
3804,8005
2872,3404
2872,6538
2872,5390
11104,7024
11104,6884
11104,3850
11104,5159
11104,5959
11104,3323
8261,2140
8261,2413
8261,2641
763,3191
763,5645
763,4484
763,5896
763,3858
763,6021
763,1661
763,4092
763,5397
763,6248
763,6112
763,5672
763,4807
763,3202
763,786
763,2804
763,6582
763,7694
763,3889
763,3893
763,3852
763,4601
763,6595
763,563
763,2196
763,3218
763,2416
763,3323
763,5820
763,3745
763,3269
763,3200
763,8407
763,4410
763,52
763,1592
763,340
763,2029
763,2731
763,674
763,4534
763,82
763,648
763,6150
763,6151
763,490
763,1958
763,6386
763,1040
763,6594
763,3478
763,2253
763,2333
763,3078
763,2129
763,272
763,6793
763,6797
763,2262
763,6824
763,5268
763,6921
763,6894
763,7905
763,1157
763,3373
763,1392
763,2012
763,8483
763,8547
763,2348
763,6374
763,892
763,2277
763,1870
763,2334
763,6596
763,7647
763,6820
763,3867
763,6321
763,9136
763,8864
763,4427
763,7636
763,5795
763,7600
763,523
763,7769
763,3967
763,10005
763,469
763,1629
763,1630
763,799
763,2700
763,2250
763,7625
2492,1943
2492,2731
2492,1359
2492,2343
2492,6341
2492,270
2492,1255
2492,1437
2492,9065
2492,4228
2492,1003
2492,3971
2492,2587
2492,4880
2492,5391
2492,7734
2492,3055
21440,6797
21440,8557
21440,8198
21440,8423
1614,165
1614,286
1614,123
1614,403
1614,288
1614,143
1614,284
1614,155
1614,137
1614,780
1614,972
1614,1685
1614,1556
1614,1535
1614,1320
1614,1680
1614,1212
1614,1129
1614,1684
1614,2351
1614,2230
1614,2299
1614,1847
1614,2109
1614,2317
1614,1323
1614,2510
1614,1020
1614,2862
7354,1755
7354,6216
7354,5623
7354,8065
7354,7299
7354,7465
7354,6870
7354,4573
7354,7409
7354,9180
7354,9267
7354,9726
10715,3277
10715,4340
10715,5058
10715,4393
10715,4500
10715,5116
10715,5530
10715,4681
10715,5198
10715,4531
10715,5039
10715,5396
10715,5353
10715,3850
10715,3857
10715,5449
10715,4939
10715,4558
10715,5151
10715,6426
10715,3821
10715,6321
10715,5811
10715,6324
10715,6512
10715,6574
10715,6643
10715,6268
10715,5180
10715,6801
10715,8382
10715,7593
21761,6873
21761,7453
21761,7640
21761,7912
21761,7966
21761,7976
21761,8027
21761,9231
21761,6844
22635,7301
22635,8290
22635,9645
938,1002
938,1757
938,677
15247,6711
15247,4283
15247,7098
15247,8000
15247,6579
15247,7135
15374,8502
15374,5489
15374,8840
15374,4304
15374,6912
3505,628
3505,958
3505,1037
3505,837
3505,778
8318,4657
8318,5035
8318,2171
8318,6843
8318,5358
628,1437
628,40
628,1487
628,1722
3241,2251
3241,2713
3241,2731
3241,2803
3241,2722
3241,518
3241,1627
8583,2270
8583,2822
8583,2789
8583,2852
8583,2780
8583,2644
8583,2637
8583,2823
21019,6588
21019,7071
21019,6758
4694,1282
4694,1001
4694,2112
4694,1163
17586,9830
17586,5074
17586,6295
11493,3463
11493,3709
11493,3687
11493,3617
11493,4285
9401,2628
9401,6786
9401,7243
9401,4279
9401,4729
9401,8335
9401,7983
9401,8064
9401,8065
16090,6822
16090,4542
16090,4745
16090,6889
16090,7948
16090,8687
12867,3768
12867,7491
12867,9005
12867,8525
12867,5165
7948,2008
7948,2869
7948,2009
7948,2711
7948,4327
7948,6429
6015,2600
6015,1354
6015,1722
21780,6846
21780,7408
21780,7080
11155,4543
11155,7042
11155,6423
11155,7517
11155,4365
11155,8517
11155,3865
11155,3331
11155,6492
11155,5074
11155,4089
11155,9247
11155,6656
11155,6269
11155,8659
11155,8656
11155,6255
11155,4500
11155,7131
11155,9056
11155,8643
11155,10080
11155,6941
5996,1514
5996,1770
5996,1351
5996,2388
5996,2071
5996,2284
5996,3610
5996,5620
5996,5288
5996,6065
10440,3143
10440,3399
10440,6649
10440,6239
10440,4543
10440,5074
10440,6423
6348,2029
6348,2251
6348,2077
11328,3946
11328,3396
11328,3862
11328,4717
14672,7650
14672,4137
14672,9293
3094,444
3094,2437
3094,3235
23212,7792
23212,8098
23212,10244
23212,8391
23212,10446
10555,7202
10555,3205
10555,3398
3799,8152
3799,8559
3799,9883
3799,9981
3799,8717
3799,764
9193,3544
9193,3751
9193,3935
21622,7818
21622,9206
21622,9229
21622,6828
21622,8525
5020,1126
5020,5174
5020,4166
5020,5309
5020,5311
5020,5507
5020,5801
8964,2440
8964,6021
8964,7500
16546,5341
16546,5416
16546,4688
16546,8522
16546,6873
16546,7433
3838,10273
3838,779
3838,1778
3838,2891
3838,8404
17936,5155
17936,5268
17936,5390
17936,6890
14334,5814
14334,6592
14334,5550
14334,4042
14334,5480
14334,5640
14334,7581
14334,7698
76,842
76,1188
76,382
76,828
76,7007
76,7517
76,6
76,2983
76,3235
76,8517
15980,4517
15980,7913
15980,7988
15980,8660
15980,6911
15980,8502
15980,8727
16683,8004
16683,4742
16683,6568
2006,174
2006,4563
2006,5248
21139,7297
21139,6898
21139,6602
21139,7967
21139,10056
21139,10058
21139,10054
6305,1408
6305,1407
6305,1870
6305,1724
6528,1755
6528,2736
6528,3655
6528,3242
6528,2190
6528,1470
6528,4362
6528,4185
6528,4285
6528,4170
6528,5715
6528,4861
6528,7310
6528,7193
6528,5520
9473,2673
9473,6496
9473,3514
9473,4559
9473,5648
1349,297
1349,958
1349,786
1349,823
1349,155
1349,2194
1349,3606
1349,5599
1349,4379
1349,1263
1349,3841
1349,4995
1349,5295
1349,4444
1349,101
1349,3854
1349,3851
1349,6301
1349,4796
1349,6035
1349,7199
1349,7198
1349,6053
1349,6512
1349,6322
1349,6574
1349,7073
1349,7435
1349,8361
1349,8401
2818,375
2818,376
2818,979
11687,5720
11687,5933
11687,3509
11687,6954
11687,8326
11687,8524
263,143
263,593
263,25
